title,link,address,company,short_description,rich_description,salary,skils
UX/UI дизайнер,https://hh.ru/vacancy/131813107?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Алматы,ТОО My Startups,"Имеет более 3-х лет опыта в продуктовом дизайне. Может показать реальные кейсы и объяснить, как именно он влиял на...",,,
Senior UX/UI дизайнер/Веб-дизайнер,https://hh.ru/vacancy/131830563?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,BYTIME,Опыт работы,,,
Продуктовый дизайнер (UX/UI),https://hh.ru/vacancy/131087067?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ГЛОБАЛ ПЭЙ,"...быть готовым к конструктивной критике, работать с несколькими проектами одновременно. Уверенное владение Figma и инструментами AI. Понимание принципов",,"от 300 000 ₽ за месяц, на руки",
UX/UI дизайнер,https://hh.ru/vacancy/131190556?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,TutorPlace,...,,"70 000 ₽ за месяц, на руки",
Web-дизайнер (UI/UX),https://hh.ru/vacancy/131987488?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ФГБУ Редакция Российской газеты,Базовое знание HTML/CSS. Понимание паттернов поведения пользователей и принципов юзабилити (,,,
UX/UI-дизайнер / product designer (Middle),https://hh.ru/vacancy/131393550?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,amoCRM,Что нам важно: — опыт работы на позиции,,,
Графический UI/UX дизайнер (Middle),https://hh.ru/vacancy/131989831?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,Employcity,"Умение рисовать. Чувство композиции и цвета, креативное мышление. Понимание принципов",,,
UX-дизайнер,https://hh.ru/vacancy/131539289?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ООО Транснефтьэнерго,Законченное высшее образование (ВУЗ). 3+ года опыта в,,,
UX/UI-дизайнер / Web дизайнер в офис,https://hh.ru/vacancy/131546038?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Ярославль, р-н Ленинский",ООО Норские резиденции,"Опыт работы в веб-дизайне с реальными проектами. Уверенное знание Figma. Готовность браться за нестандартные задачи, выходить за рамки своей...",,"70 000 – 100 000 ₽ за месяц, на руки",
Веб-дизайнер (UX/UI),https://hh.ru/vacancy/131894804?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Красноярск, р-н Советский",Компания Апогей (Техподдержка 1С),Опыт работы веб-,,"от 80 000 ₽ за месяц, на руки",
UI/UX designer (middle),https://hh.ru/vacancy/131885907?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ООО ФАЙВДЖЕН,Уверенное владение Figma. Глубокое понимание принципов,,"от 120 000 ₽ за месяц, на руки",
Ведущий UX/UI дизайнер (графический уклон),https://hh.ru/vacancy/131820592?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,АО БАЗАР,"Знание базовых метрик, понимание того на что они влияют и умение влиять на них средствами",,,
Ведущий UX/UI дизайнер (технический уклон),https://hh.ru/vacancy/131248178?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Москва, р-н Басманный",АО БАЗАР,"Знание базовых метрик, понимание того на что они влияют и умение влиять на них средствами",,,
UX/UI Designer (Middle+),https://hh.ru/vacancy/131993196?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Москва, р-н Тверской",Belize,2+ года опыта в,,"от 1 500 ₽ за месяц, до вычета налогов",
Middle UX/UI Designer,https://hh.ru/vacancy/131992214?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ООО ПРОДЖЕКТ САППОРТ,1–3 года опыта в,,,
UI/UX Designer (iGaming),https://hh.ru/vacancy/131987183?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Минск,ООО Софтнетикс,"Опыт работы с интерфейсами для высоконагруженных систем (таблицы, фильтры и разнообразные формы). Эффективное применение",,"600 – 2 000 $ за месяц, на руки",
UX/UI-дизайнер,https://hh.ru/vacancy/131963570?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,АО НПФ Газфонд пенсионные накопления,Опыт проектирования интерфейсов финансовых мобильных приложений от 3-х лет. Понимание специфики и трендов в мобильной разработке для финтеха.,,,
Senior Designer UI/UX,https://hh.ru/vacancy/131981982?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,Marfatech,От 3 лет опыта работы + стильное портфолио. Умение создавать интерактивные прототипы. Понимание возможностей веб-технологий. Умение проектировать сложные сценарии...,,,
UX/UI-дизайнер,https://hh.ru/vacancy/131619585?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Костанай,ТОО Ломбард Деньги населению,Опыт работы,,,
UX/UI-дизайнер,https://hh.ru/vacancy/131957114?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,Кизилов Илья Георгиевич,Опыт работы,,"до 100 000 ₽ за услугу, до вычета налогов",
UX/UI дизайнер,https://hh.ru/vacancy/131668847?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Приморский",ООО Бизнес Технологии,"Навыки визуального дизайна: композиция, типографика, цвет, иконография. Понимание базовых принципов",,,
Графический дизайнер / Веб-дизайнер / Дизайнер в онлайн-школу / UI-дизайнер,https://hh.ru/vacancy/131274949?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,BIRCH,Опыт веб-,,"от 80 000 ₽ за месяц, на руки",
Технический писатель UI/UX,https://hh.ru/vacancy/131701986?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Ташкент, улица Нукус, 29А",AVO.UZ,"Опыт декомпозиции требований до уровня, достаточного для разработки и QA. Понимание принципов",,,
UX/UI Дизайнер,https://hh.ru/vacancy/131165807?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,Скилла Работа,Опыт работы в,,"80 000 – 120 000 ₽ за месяц, на руки",
UX/UI-дизайнер,https://hh.ru/vacancy/131333968?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Бишкек, улица Болота Юнусалиева, 95",ЗАО «Коммерческий Банк КСБ»,"Дизайн-системы: опыт создания, использования и поддержки компонентов (",,,
Дизайнер,https://hh.ru/vacancy/131712971?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ООО Эволют Клаб,"Уверенное владение Figma и сопутствующими инструментами. Чувство стиля, композиции, глубокое понимание",,"60 000 – 70 000 ₽ за месяц, на руки",
"Дизайнер мобильных приложений (Screenshots/UI/UX, Figma, AI)",https://hh.ru/vacancy/131971510?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Владивосток,AlmazApp,Опыт создания скриншотов для App Store. Понимание ASO. Опыт,,"до 30 000 ₽ за месяц, на руки",
Senior UX/UI дизайнер,https://hh.ru/vacancy/131958628?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,Pharm+studio,"Опыт senior уровня в web- проектах. Самостоятельность и скорость в работе. Понимание, как упрощать сложные сценарии через интерфейс.",,,
UX/UI дизайнер / Графический дизайнер,https://hh.ru/vacancy/131790072?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,Kicksmania,Опыт работы,,,
Senior UX/UI дизайнер,https://hh.ru/vacancy/131780310?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Актобе, улица Карасай Батыра, 85",ТОО Транспортный холдинг города Алматы,Опыт в продуктовом дизайне (,,,
Продуктовый Web-дизайнер / UI/UX-дизайнер,https://hh.ru/vacancy/131675762?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Ижевск,ООО Лидстар,Опыт работы от,,"до 200 000 ₽ за месяц, на руки",
Веб-дизайнер/UX/UI-дизайнер,https://hh.ru/vacancy/131305772?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Краснодар, р-н Западный",WILIX,Проводить анализ пользовательского опыта. - Опыт работы,,,
Дизайнер сложных интерфейсов / UX/UI дизайнер,https://hh.ru/vacancy/131671652?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ROSSKO,опыт работы в,,"220 000 – 280 000 ₽ за месяц, до вычета налогов",
UI/UX-дизайнер (e-commerce),https://hh.ru/vacancy/131619536?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Ташкент,ИП ООО DIVI GROUP,Обязательное наличие портфолио (без него отклики не рассматриваются). Опыт работы в,,,
UX/UI-дизайнер,https://hh.ru/vacancy/131931659?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ООО Цифровые Образовательные Решения,5+ лет в продуктовом дизайне. Опыт работы со сложными сценариями. Навык работы с неопределённостью. Опыт исследований и работы с...,,,
UI/UX Designer,https://hh.ru/vacancy/131621805?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Минск,Леста Игры,Опыт работы,,,
Senior UI/UX-designer / Старший UI/UX-дизайнер (gamedev),https://hh.ru/vacancy/130257212?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,"GAME-GARDEN, Компания",...интерфейса (,,,
UX/UI дизайнер,https://hh.ru/vacancy/131930573?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,GS Labs,Имеете опыт участия в,,,
Lead UI/UX дизайнер (Gamedev),https://hh.ru/vacancy/131775574?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,Студия Кефир,...в сфере,,,
Дизайнер-универсал (Web-UX/UI дизайнер / Графический дизайнер),https://hh.ru/vacancy/131956804?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ВЕБИМ.РУ,Понимание принципов,,,
Дизайнер-универсал (Web-UX/UI дизайнер / Графический дизайнер),https://hh.ru/vacancy/131956804?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ВЕБИМ.РУ,Понимание принципов,,,
Дизайнер,https://hh.ru/vacancy/131630006?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Москва, р-н Соколиная Гора",ООО КИНАРИ СПА,Опыт работы,,"80 000 – 90 000 ₽ за месяц, на руки",
UI/UX artist,https://hh.ru/vacancy/131953473?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,AldanDev,"Художественное образование (художественная школа, вуз). Опыт работы над игровыми интерфейсами в коммерчески успешных проектах — от 3 лет, желательно на казуальных...",,,
Дизайнер,https://hh.ru/vacancy/131188766?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,СК Ренессанс Жизнь,"Продажи и клиенториентированность: опыт взаимодействия с внутренними заказчиками (например, маркетинг, продукты, обучение, продажи). Базовое понимание принципов",,,
Веб-дизайнер,https://hh.ru/vacancy/132003367?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Тула, р-н Советский",Самолет Плюс (ООО Полипластгрупп),Опыт работы веб-,,"от 50 000 ₽ за месяц, до вычета налогов",
UX/UI-дизайнер / Веб-дизайнер на редизайн сайта,https://hh.ru/vacancy/131957668?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Казань,ООО Армада-Групп,Опыт работы в,,,
UX/UI-дизайнер / Веб-дизайнер на редизайн сайта,https://hh.ru/vacancy/131957669?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Казань,ООО Армада-Групп,Опыт работы в,,,
UI/UX дизайнер в Stylemix,https://hh.ru/vacancy/130986130?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Ташкент, улица Афросиаб, 4А",ООО WEB THEMES DEVELOPMENT,Способность глубоко вникать в продукт и предлагать обоснованные,,,
Графический дизайнер,https://hh.ru/vacancy/131552752?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Ростов-на-Дону, р-н Ворошиловский",Экострой,"Портфолио, в котором видно ваше умение решать разные задачи. Будет преимуществом: - Базовое понимание",,"60 000 – 70 000 ₽ за месяц, до вычета налогов",
UI Unreal Engine Developer,https://hh.ru/vacancy/131395850?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Минск, Партизанский проспект, 178/2",Леста Игры,Технический и/или художественный бэкграунд. Знание Slate. Знание основ,,,
UX/UI-дизайнер,https://hh.ru/vacancy/131168588?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Ташкент, проспект Амира Темура, 129Б",ООО Udevs,...опыта в,,,
Senior UX/UI Artist (Designer),https://hh.ru/vacancy/131967290?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ИП Протасов Евгений Олегович,Наличие портфолио с игровыми интерфейсами. Опыт работы,,,
Веб-дизайнер,https://hh.ru/vacancy/131211722?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ЗАО СП.АРМ,Понимание принципов,,,
Web-дизайнер,https://hh.ru/vacancy/131992937?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Подольск (Московская область),ООО RCG,"Уверенное владение Photoshop, Illustrator, Figma. Понимание",,"до 60 000 ₽ за месяц, на руки",
Middle UI/UX Designer,https://hh.ru/vacancy/131662189?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Центральный",ООО Эксбо Север,С опытом коммерческой работы,,,
Графический дизайнер,https://hh.ru/vacancy/131994668?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Москва, р-н Тверской",4К digital,Будет плюсом: опыт в,,,
Графический дизайнер,https://hh.ru/vacancy/131822512?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ООО Некс-Т,"Подготовка макетов к печати — POSM, широкоформат, цифра, офсет, вышивка и даже тампопечать. Будет плюсом, если ты хорошо знаешь печатные технологии.",,,
Senior UX/UI-дизайнер,https://hh.ru/vacancy/131579239?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ООО Хьюнет,1. Был опыт создания дизайн систем с нуля. 2. Вы знаете принципы консистентности и можете легко построить дизайн мобайл-веб...,,,
UX\UI дизайнер (GameDev),https://hh.ru/vacancy/131576188?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ООО Онмун компани,Опыт работы,,,
Mobile UX/UI-дизайнер,https://hh.ru/vacancy/131739951?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Минск,MaxLine,Инновационность: вы следите за последними трендами в мобильном,,,
Помощник UX/UI-дизайнер,https://hh.ru/vacancy/131911946?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Астана, улица Абикена Бектурова, 4",ИП Антонов,"Знание Фигмы (обязательно) — Понимание базовых преобразований композиции и типографики — Портфолио или технические работы — будет плюсом — Аккуратность, внимательность к деталям — Умение...",,"150 000 – 250 000 ₸ за месяц, на руки",
Графический дизайнер / ux/ui дизайнер,https://hh.ru/vacancy/131417631?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,Молодей,"Универсальность: Наличие портфолио, в котором есть как кейсы по",,"до 100 000 ₽ за месяц, до вычета налогов",
Дизайнер пользовательских интерфейсов,https://hh.ru/vacancy/129821126?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,NBCom Group,...работы,,"от 149 400 ₽ за месяц, до вычета налогов",
Веб-дизайнер,https://hh.ru/vacancy/131815982?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Центральный",ООО Эксбо Север,С опытом работы веб-,,,
Дизайнер (Graphic / UI / Creative),https://hh.ru/vacancy/131957627?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Минск,ООО ПРАС,"Базовый пакет Adobe (Photoshop, Illustrator, After Effects). Понимание принципов композиции, типографики и проектирования пользовательского опыта,",,,
Продуктовый дизайнер | UI/UX дизайнер | Middle,https://hh.ru/vacancy/131314239?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,ООО Фирма РИАН-ФОТО,"Свободно владеет Figma (компоненты, автолейауты) и Photoshop (качественная подготовка графики). Имеет опыт проектирования интерфейсов сайтов или приложений. Обладает портфолио с...",,"от 100 000 ₽ за месяц, на руки",
Продуктовый дизайнер (веб),https://hh.ru/vacancy/132000832?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,"ПАО Банк ПСБ, Бизнес и инфраструктура",Коммерческий опыт в,,,
Графический дизайнер,https://hh.ru/vacancy/131983560?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,Московский институт психоанализа,"Уверенное владение композицией, сетками и типографикой. Опыт разработки айдентики, рекламных материалов и презентаций. Базовые знания",,,
Веб-дизайнер,https://hh.ru/vacancy/131696772?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,АО Инмолл,"Опыт работы с дизайн-системами и токенизацией (Design Tokens, Atomic Design). Понимание основ юзабилити-тестирования и способность проводить быстрые валидации...",,,
Дизайнер UX/UI,https://hh.ru/vacancy/131883122?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,"Ярославль, р-н Ленинский",ООО Р2Б,"Быть внимательным к деталям. Предлагать решения и разбираться в задаче, а не просто рисовать по ТЗ.",,,
"Дизайнер (UX/UI, веб, графика)",https://hh.ru/vacancy/131421579?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ЭБС Лань,"Опыт работы от 1 года (готовы рассмотреть кандидатов без опыта, в таком случае, просьба прикрепить мотивационное письмо). Умение работать в...",,,
Веб-дизайнер UI/UX (Middle/Senior) в Oxem,https://hh.ru/vacancy/131934395?query=ui+ux+%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80&hhtmFrom=vacancy_search_list,Москва,Студия Oxem,"Непрерывно следишь за новыми трендами и постоянно учишься новому, прокачиваешь свою насмотренность, следишь за классными студиями и",,"120 000 – 160 000 ₽ за месяц, до вычета налогов",
