title,link,address,company,short_description,rich_description,salary,skils
Специалист IT,https://hh.ru/vacancy/131980658?query=it&hhtmFrom=vacancy_search_list,"Ташкент, Сергелийский район",ИП OOO FoamLine Vostok,Опыт поддержки пользователей в корпоративной среде. Знание клиентской платформы Microsoft Windows (Windows 10) и принципов работы Microsoft Active Directory.,,"от 15 000 000 so'm за месяц, на руки",
Руководитель IT,https://hh.ru/vacancy/130692597?query=it&hhtmFrom=vacancy_search_list,Королёв,ООО Управляющая Нефтяная Компания,Высшее техническое образование. Опыт работы на руководящих должностях в ИТ отрасли. Глубокое понимание и опыт работы с разными информационными системами...,,,
IT менеджер,https://hh.ru/vacancy/131978784?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Aston,"ИТ менеджер (Лидерская программа). Формула успеха: Прокачку всех ключевых навыков — от технических (SQL, аналитика) до управленческих. Наши требования к кандидату...",,,
Директор отдела IT,https://hh.ru/vacancy/131996174?query=it&hhtmFrom=vacancy_search_list,"Алматы, проспект Аль-Фараби, 77/7","ТОО Кэпитал Тауэр Девелопмент (The Ritz-Carlton, Almaty)",Technology Leadership & Strategy.,,"1 500 000 – 2 000 000 ₸ за месяц, до вычета налогов",
Директор отдела IT,https://hh.ru/vacancy/131996175?query=it&hhtmFrom=vacancy_search_list,"Алматы, проспект Аль-Фараби, 77/7","ТОО Кэпитал Тауэр Девелопмент (The Ritz-Carlton, Almaty)",Technology Leadership & Strategy.,,"1 500 000 – 2 000 000 ₸ за месяц, до вычета налогов",
Директор отдела IT,https://hh.ru/vacancy/131996176?query=it&hhtmFrom=vacancy_search_list,"Алматы, проспект Аль-Фараби, 77/7","ТОО Кэпитал Тауэр Девелопмент (The Ritz-Carlton, Almaty)",Technology Leadership & Strategy.,,"1 500 000 – 2 000 000 ₸ за месяц, до вычета налогов",
IT инженер,https://hh.ru/vacancy/131977133?query=it&hhtmFrom=vacancy_search_list,Ханты-Мансийский автономный округ — Югра,ЭйчарОсы,Среднее или высшее техническое образование. Знание Linux или желание переобучиться с Windows на Linux. Опыт в аналогичной сфере не менее...,,,
IT инженер,https://hh.ru/vacancy/131977134?query=it&hhtmFrom=vacancy_search_list,Ханты-Мансийский автономный округ — Югра,ЭйчарОсы,Среднее или высшее техническое образование. Знание Linux или желание переобучиться с Windows на Linux. Опыт в аналогичной сфере не менее...,,,
IT инженер,https://hh.ru/vacancy/131977135?query=it&hhtmFrom=vacancy_search_list,Ханты-Мансийский автономный округ — Югра,ЭйчарОсы,Среднее или высшее техническое образование. Знание Linux или желание переобучиться с Windows на Linux. Опыт в аналогичной сфере не менее...,,,
IT Product owner,https://hh.ru/vacancy/131387659?query=it&hhtmFrom=vacancy_search_list,"Бишкек, улица Ивана Панфилова, 178",Sun IT,Использовать свой предыдущий опыт и предложить что-то новое - мы открыты для новых идей. Имеете опыт работы от 1 года...,,,
IT инженер,https://hh.ru/vacancy/131976155?query=it&hhtmFrom=vacancy_search_list,Ханты-Мансийский автономный округ — Югра,ЭйчарОсы,Среднее или высшее техническое образование. Знание Linux или желание переобучиться с Windows на Linux. Опыт в аналогичной сфере не менее...,,,
Таргетолог (IT/EdTech),https://hh.ru/vacancy/131879322?query=it&hhtmFrom=vacancy_search_list,"Алматы, улица Карасай батыра, 140","Нек. орг. Авторская Школа Жании Аубакировой, Учреждение",,,"от 150 000 ₸ за месяц, на руки",
Руководитель IT,https://hh.ru/vacancy/130962525?query=it&hhtmFrom=vacancy_search_list,Москва,Аванта,Опыт руководства,,,
IT специалист,https://hh.ru/vacancy/131974680?query=it&hhtmFrom=vacancy_search_list,"Нукус, автомагистраль Нукус - Турткул, 1/2",ООО AKFA BUILDING MATERIALS. ИТ и SAP,Среднее специальное или высшее образование (,,,
IT-менеджер (отель),https://hh.ru/vacancy/130536851?query=it&hhtmFrom=vacancy_search_list,Москва,ООО АРБАТ ХОСПИТАЛИТИ,"Высшее профессиональное (техническое) образование. Знание английского языка - большое преимущество. Знание и опыт настройки серверов, сетевого оборудования. Опыт работы с MS...",,,
Юрисконсульт IT / Юрист,https://hh.ru/vacancy/131994188?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ITG Corporation,"Сильные знания в области гражданского права, интеллектуальной собственности, законодательства о персональных данных, налогового законодательства, международного частного права. Навыки работы с...",,,
Администратор IT проектов,https://hh.ru/vacancy/131098510?query=it&hhtmFrom=vacancy_search_list,Москва,АО Государственная транспортная лизинговая компания,"Опыт работы на аналогичных позициях от 3-х лет. Знание проектного менеджмента (методология, методы, инструменты). Опыт ведения документооборота, работа в...",,,
Аналитик IT,https://hh.ru/vacancy/131973481?query=it&hhtmFrom=vacancy_search_list,"Петрозаводск, Московская улица, 16",ГБУЗ Республики Карелия Республиканский медицинский информационно-аналитический центр,Знание систем управления базами данных. Уверенное владение SQL. Навыки фомирования выборки данных по сложным критериям. Опыт работы с реляционными СУБД.,,"46 000 – 47 000 ₽ за месяц, на руки",
Технический специалист (IT),https://hh.ru/vacancy/131260491?query=it&hhtmFrom=vacancy_search_list,Алматы,Sulpak,Опыт не нужен — всему научим с нуля. Чем будешь заниматься: Если есть опыт или образование в,,,
Техник монтажник (it),https://hh.ru/vacancy/131821402?query=it&hhtmFrom=vacancy_search_list,Усть-Каменогорск,ТОО Сей-Нар,"Средне-специальное техническое профильное образование. Грамотная речь, вежливость и пунктуальность, управление конфликтами, навыки общения с простыми пользователями. Обучаемость, умение работать...",,,
Инженера проектировщика IT-систем,https://hh.ru/vacancy/132001220?query=it&hhtmFrom=vacancy_search_list,Москва,ООО ЧЕСКА,Знание современного оборудования и решений для,,,
Юрист IT (Цифровой рубль),https://hh.ru/vacancy/131210205?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Мещанский",Центральный банк Российской Федерации (Банк России),"Опыт работы по юридической специальности в области правового регулирования информационных технологий, цифровых решений, искусственного интеллекта, в частности в",,,
IT-специалист,https://hh.ru/vacancy/131186392?query=it&hhtmFrom=vacancy_search_list,"Актау, микрорайон 3Б, 55/1",ТОО ADVER.KZ,"Администрирование сетевого оборудования Mikrotik. Отличное понимание модели OSI и TCP/IP. Маршрутизация: static routes. Коммутация: VLAN, trunk. NAT. DHCP, DNS.",,"от 250 000 ₸ за месяц, на руки",
Руководитель IT отдела,https://hh.ru/vacancy/128866673?query=it&hhtmFrom=vacancy_search_list,Москва,ООО КомСтрой,"Высшее образование. Опыт работы системным администратором не менее 5 лет, в должности руководителя отдела/группы от 2х лет.",,"150 000 – 200 000 ₽ за месяц, на руки",
Менеджер проекта (IT/Digital),https://hh.ru/vacancy/131394244?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Тверской",ARK,Высшее образование и опыт работы от 3 лет в управлении,,,
Спикер направления IT,https://hh.ru/vacancy/131987706?query=it&hhtmFrom=vacancy_search_list,Москва,Ventra,"География: Россия, Казахстан, Узбекистан, Беларусь. Публичность внутри крупного",,,
Менеджер по продажам (IT),https://hh.ru/vacancy/131998462?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Пресненский",ООО Сентал,Экспертиза в,,,
Руководитель отдела IT,https://hh.ru/vacancy/131986522?query=it&hhtmFrom=vacancy_search_list,"Пермь, р-н Дзержинский",Автомобильный холдинг Экскурс,...практик организации,,"120 000 – 150 000 ₽ за месяц, на руки",
Менеджер IT проектов,https://hh.ru/vacancy/131986493?query=it&hhtmFrom=vacancy_search_list,Москва,ООО PepsiCo,"Опыт работы в управлении проектами более 3 лет, предпочтительно в сфере ИТ, digital или transformation. Опыт реализации региональных проектов, включая...",,,
Инженер технической поддержки IT,https://hh.ru/vacancy/131996593?query=it&hhtmFrom=vacancy_search_list,Москва,Авилон Автомобильная Группа,"Знание перечня основных и второстепенных элементов ИТ инфраструктуры. Знание ПК на уровне администратора. Работа с основным ПО АРМ (ОС, Офисный...",,"104 000 ₽ за месяц, на руки",
IT-рекрутер (Gamedev),https://hh.ru/vacancy/131699547?query=it&hhtmFrom=vacancy_search_list,Минск,Леста Игры,"Опыт рекрутинга в геймдеве не менее 3 лет (работа со стримами арт / разработка / инфраструктура). Умение приоритизировать и структурировать задачи, эффективно...",,,
Специалист группы IT,https://hh.ru/vacancy/131983733?query=it&hhtmFrom=vacancy_search_list,"Уфа, р-н Орджоникидзевский",Филиал ПАО АНК Башнефть Башнефть-УНПЗ,"Высшее профессиональное (техническое), среднее профессиональное образование. С высшим профессиональным образованием без предъявления требований к стажу. Со средним профессиональным образованием, опыт...",,"45 000 – 52 000 ₽ за месяц, на руки",
Инженер технической поддержки IT,https://hh.ru/vacancy/131996593?query=it&hhtmFrom=vacancy_search_list,Москва,Авилон Автомобильная Группа,"Знание перечня основных и второстепенных элементов ИТ инфраструктуры. Знание ПК на уровне администратора. Работа с основным ПО АРМ (ОС, Офисный...",,"104 000 ₽ за месяц, на руки",
IT-рекрутер (Gamedev),https://hh.ru/vacancy/131699547?query=it&hhtmFrom=vacancy_search_list,Минск,Леста Игры,"Опыт рекрутинга в геймдеве не менее 3 лет (работа со стримами арт / разработка / инфраструктура). Умение приоритизировать и структурировать задачи, эффективно...",,,
Специалист группы IT,https://hh.ru/vacancy/131983733?query=it&hhtmFrom=vacancy_search_list,"Уфа, р-н Орджоникидзевский",Филиал ПАО АНК Башнефть Башнефть-УНПЗ,"Высшее профессиональное (техническое), среднее профессиональное образование. С высшим профессиональным образованием без предъявления требований к стажу. Со средним профессиональным образованием, опыт...",,"45 000 – 52 000 ₽ за месяц, на руки",
Системный администратор / IT специалист,https://hh.ru/vacancy/131710320?query=it&hhtmFrom=vacancy_search_list,"Уфа, р-н Кировский",ООО МобилБетон,высшее образование. -опыт работы от 3х лет.,,"90 000 – 100 000 ₽ за месяц, до вычета налогов",
Руководитель отдела IT-инфраструктуры,https://hh.ru/vacancy/131547110?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,The AnyLogic Company,Зоны ответственности: - Более 5 лет hands-on опыта с System Operations / DevOps. - Опыт руководства инженерными командами. - Опыт продуктовой разработки и...,,,
Менеджер IT-проектов,https://hh.ru/vacancy/131534574?query=it&hhtmFrom=vacancy_search_list,Москва,АНО ЦИСМ,Опыт от 2-х лет в управлении,,,
Менеджер по закупкам (IT),https://hh.ru/vacancy/131878954?query=it&hhtmFrom=vacancy_search_list,Москва,ООО ИТК СИСТЕМА,Знание английского языка на уровне intermediate и выше. Знание поставщиков и производителей,,,
Financial Controller (IT Company),https://hh.ru/vacancy/131090734?query=it&hhtmFrom=vacancy_search_list,Москва,АИМОР,"Самостоятельность, системное мышление и способность работать с большим объёмом данных. Опыт работы в",,,
Менеджер по продажам IT-услуг,https://hh.ru/vacancy/131191994?query=it&hhtmFrom=vacancy_search_list,Нижний Новгород,ООО Центр Бизнес Автоматизации,Что ты будешь делать:,,,
Начинающий специалист IT,https://hh.ru/vacancy/131870428?query=it&hhtmFrom=vacancy_search_list,"Ижевск, р-н Октябрьский",ООО Центр Информационных Технологий БАРС,Выпускника или так же студента последних курсов с профильным,,"от 30 000 ₽ за месяц, на руки",
Лид коммуникаций в IT-маркетинге,https://hh.ru/vacancy/132000075?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,JUG Ru Group,опыт работы в,,,
"PR-специалист (IT, финтех)",https://hh.ru/vacancy/131543131?query=it&hhtmFrom=vacancy_search_list,Москва,Маслов : агентство,Опыт работы от 6 месяцев на позиции PR-специалиста. Знания английского не ниже Intermediate. Грамотный и качественный копирайтинг: умение хорошо...,,,
Оператор техподдержки в IT-компании,https://hh.ru/vacancy/131999705?query=it&hhtmFrom=vacancy_search_list,Москва,HRprofi (ИП Ершов Артем Витальевич),,,"38 000 – 67 000 ₽ за месяц, на руки",
IT компаниясига сотувлар бўйича менежер,https://hh.ru/vacancy/131884575?query=it&hhtmFrom=vacancy_search_list,"Самарканд, улица Гагарина, 36",ООО ALI POS,,,"5 000 000 – 15 000 000 so'm за месяц, на руки",
Менеджер по продажам (IT-продукт),https://hh.ru/vacancy/131998986?query=it&hhtmFrom=vacancy_search_list,Новокузнецк,ООО Ии Стратегия Сеосейлс,"Опыт B2B продаж (услуги,",,"90 000 – 150 000 ₽ за месяц, до вычета налогов",
Менеджер по продажам IT-оборудования,https://hh.ru/vacancy/131883154?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Квантум,Опыт работы менеджером по продаже,,"от 200 000 ₽ за месяц, на руки",
IT manager/Системный администратор,https://hh.ru/vacancy/131872358?query=it&hhtmFrom=vacancy_search_list,"Астана, проспект Мангилик Ел, B1",Alem.ai Foundation,"Hard skills: Networking (TCP/IP, VLAN, WiFi). MacOS / Windows / Linux. MDM (Mosyle / Jamf / Intune). Scripting (bash / python). Базовый cloud (Google...",,"от 400 000 ₸ за месяц, до вычета налогов",
Руководитель отдела IT,https://hh.ru/vacancy/129770833?query=it&hhtmFrom=vacancy_search_list,"Липецк, р-н Правобережный",ООО ККМ.ЦЕНТР,"Уверенное знание ОС Windows, Windows Server и прикладных программ. Опыт руководства отделом от 1 года ОБЯЗАТЕЛЕН. Самостоятельность, ответственность, пунктуальность.",,"65 000 – 100 000 ₽ за месяц, на руки",
"Инженер связи (видеонаблюдение, сигнализация, IT)",https://hh.ru/vacancy/131213602?query=it&hhtmFrom=vacancy_search_list,"Алматы, Алмалинский район",ТОО НПП Интеррин,"Нормативные и методические документы регламентирующие обеспечение, эксплуатацию и ремонт технических средств охраны, оперативного наблюдения и связи по техническому оснащению безопасности...",,,
Технический специалист (IT),https://hh.ru/vacancy/131973768?query=it&hhtmFrom=vacancy_search_list,"Усть-Каменогорск, улица Казахстан, 62",Sulpak,Опыт не нужен — всему научим с нуля. Чем будешь заниматься: Если есть опыт или образование в,,,
Системный администратор / IT-инженер,https://hh.ru/vacancy/131817931?query=it&hhtmFrom=vacancy_search_list,"Старая Купавна, Дорожная улица, 12Кс1",ООО Эс Джи Эс,Работа с DNS и доменными зонами. -SSL-сертификаты. -Имеет опыт системного администрирования от 3 лет. -Работал с 1С на...,,"150 000 – 200 000 ₽ за месяц, на руки",
Менеджер по продажам IT,https://hh.ru/vacancy/131988153?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ЮМА-Девелопмент,Опыт в B2B ( опыт в,,"от 170 000 ₽ за месяц, на руки",
Системный администратор/Специалист IT,https://hh.ru/vacancy/131987867?query=it&hhtmFrom=vacancy_search_list,"Улан-Удэ, улица Чертенкова, 71","СНС, Группа компаний","Образование не ниже среднего профессионального. Администрирование: MS Windows (2003,2008, XP)/MS Office/1С 8.1/MS SQL (поддержка...",,"от 50 000 ₽ за месяц, на руки",
Менеджер IT-проектов (пресейл инженер),https://hh.ru/vacancy/131881561?query=it&hhtmFrom=vacancy_search_list,Москва,"Крипто-Про, Компания","Высшее техническое образование. Понимание процессов создания, внедрения и развития ИТ-продуктов. Знание процессов пресейла и проектной деятельности. Широкий кругозор в...",,"160 000 – 250 000 ₽ за месяц, до вычета налогов",
Начальник управления/ IT бизнес-партнёр,https://hh.ru/vacancy/131978155?query=it&hhtmFrom=vacancy_search_list,Москва,"ПАО ВТБ, Розничный бизнес","Высшее образование (финансы и кредит/ экономическое/ техническое). Опыт работы от 5-ти лет в управлении ИТ- проектами, стратегическом развитии, продуктовой...",,,
Руководитель отдела IT-инфраструктуры,https://hh.ru/vacancy/131254569?query=it&hhtmFrom=vacancy_search_list,Москва,efin,Глубокое понимание архитектуры корпоративной,,,
IT специалист / Битрикс 24 помощник,https://hh.ru/vacancy/130909615?query=it&hhtmFrom=vacancy_search_list,"Уфа, р-н Советский",ООО Легко,Кандидата с опытом работы на аналогичной позиции не менее 1 года. Опыт работы в Битрикс24 желателен. Ключевые навыки: Настройка...,,,
IT Проект-Менеджер,https://hh.ru/vacancy/130240010?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Богишамол, 260А",ООО INNASOFT DIGITAL SERVICE,Опыт работы в должности,,"14 000 000 – 15 000 000 so'm за месяц, на руки",
Менеджер IT проектов,https://hh.ru/vacancy/131525237?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Евролос,Понимание принципов управленческого и бухгалтерского учета. Понимание основных принципов построения интеграций между различными информационными системами. Понимание базовых принципов работы операционных...,,"от 150 000 ₽ за месяц, на руки",
Менеджер по закупкам (IT-оборудование),https://hh.ru/vacancy/131995627?query=it&hhtmFrom=vacancy_search_list,Москва,Ateuco,Опыт работы в сфере закупок ИТ-оборудования. Способность анализировать потребности компании и формировать спецификации заказов. Понимание процессов тендеров и конкурентных...,,,
Менеджер по продажам IT-оборудования,https://hh.ru/vacancy/131824292?query=it&hhtmFrom=vacancy_search_list,Москва,Айти-тех,Успешный опыт в В2В продажах: области,,"100 000 – 300 000 ₽ за месяц, на руки",
"Специалист технической поддержки (IT, продукт)",https://hh.ru/vacancy/131264823?query=it&hhtmFrom=vacancy_search_list,Москва,YouGile,Сильное желание помогать клиентам (врожденная эмпатия). Опыт работы в технической поддержке. Умение чётко выражать мысли в тексте. Самоорганизация для эффективной...,,,
Менеджер по продажам IT решений,https://hh.ru/vacancy/131388888?query=it&hhtmFrom=vacancy_search_list,Волгоград,ООО Итс плюс,Опыт работы в сфере 1с будет плюсом. Опыт в B2B-продажах и знание технологий продаж.,,"от 80 000 ₽ за месяц, до вычета налогов",
Помощник менеджера по продажам IT-решений,https://hh.ru/vacancy/118981812?query=it&hhtmFrom=vacancy_search_list,"Ростов-на-Дону, р-н Октябрьский",TrueConf,"Желание работать на результат. Навыки работы с договорами, документацией и офисными пакетами ПО. Высокие коммуникативные навыки и навыки делового общения.",,,
Менеджер по продажам (IT),https://hh.ru/vacancy/131379246?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Тверской",MT global,"Ты отлично разбираешься в ИТ-рынке, знаешь технологии продаж в этой отрасли - интеграция и мультимедийные решения. У тебя есть большой...",,"150 000 – 250 000 ₽ за месяц, на руки",
Системный администратор/IT Technician digital workplace,https://hh.ru/vacancy/132000389?query=it&hhtmFrom=vacancy_search_list,Москва,Барри Каллебаут НЛ Раша,"Key Skills: Ability to turn complex concepts into actionable strategies, lead",,,
Системный администратор/IT Technician digital workplace,https://hh.ru/vacancy/132000390?query=it&hhtmFrom=vacancy_search_list,Москва,Барри Каллебаут НЛ Раша,"Key Skills: Ability to turn complex concepts into actionable strategies, lead",,,
Системный администратор/IT Technician digital workplace,https://hh.ru/vacancy/132000391?query=it&hhtmFrom=vacancy_search_list,Москва,Барри Каллебаут НЛ Раша,"Key Skills: Ability to turn complex concepts into actionable strategies, lead",,,
International Expansion Lead (IT & Product Companies),https://hh.ru/vacancy/131999649?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Муминова, 7/2",ООО Технологический парк программных продуктов и информационных технологий,Strong background in,,,
Lead Specialist – IT Outsourcing Development Department,https://hh.ru/vacancy/131999357?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Муминова, 7/2",ООО Технологический парк программных продуктов и информационных технологий,Strong negotiation and deal-closing skills. Experience in,,,
Веб-дизайнер (IT проект),https://hh.ru/vacancy/131248998?query=it&hhtmFrom=vacancy_search_list,"Казань, р-н Вахитовский",ООО Оператор Информационных Систем,Опыт работы веб-дизайнером от 3 лет. Сильное портфолио с интерфейсами сайтов или веб-сервисов. Уверенное владение Figma.,,"70 000 – 80 000 ₽ за месяц, на руки",
Представитель IT-компании (Амбассадор бренда),https://hh.ru/vacancy/131706951?query=it&hhtmFrom=vacancy_search_list,Москва,Afonin Consulting,,,"140 000 – 450 000 ₽ за месяц, до вычета налогов",
Системный администратор (it-специалист),https://hh.ru/vacancy/131695984?query=it&hhtmFrom=vacancy_search_list,"Челябинск, р-н Советский",ООО Отель Меридиан,Опыт работы от 3 до 6 лет в аналогичной должности. Знание программ 1С и Эдельвейс. Опыт настройки и администрирования...,,"70 000 ₽ за месяц, на руки",
Project Manager / Проджект менеджер IT / Менеджер IT-проекта,https://hh.ru/vacancy/131534217?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Визионеро,Имеете успешный опыт создания программно-аппаратных продуктов (в идеале - медоборудования или сложных решений). Имеете опыт разработки игровых приложений или механик...,,"200 000 – 250 000 ₽ за месяц, на руки",
IT Аккаунт менеджер (Outstaff),https://hh.ru/vacancy/131980599?query=it&hhtmFrom=vacancy_search_list,"Пермь, р-н Свердловский",Eclipse Digital,...ответственность за результат. Грамотная устная и письменная речь. Уверенное владение ПК. Опыт в,,,
Менеджер по продажам IT решений,https://hh.ru/vacancy/131726647?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Ассистент,Опыт в B2B-продажах и знание технологий продаж. Опыт работы в продажах программ 1С и услуг по...,,,
Менеджер по продажам в IT,https://hh.ru/vacancy/131874496?query=it&hhtmFrom=vacancy_search_list,Нижний Новгород,Кодалитика,Не требуется опыт в 1С или,,"40 000 – 120 000 ₽ за месяц, на руки",
Руководитель продаж IT-решений (играющий тренер),https://hh.ru/vacancy/131827528?query=it&hhtmFrom=vacancy_search_list,Москва,Адвантум,Усиливать продажи через практику и личный пример. У вас есть опыт переговоров с собственниками и топ-менеджерами компаний.,,,
Ассистент руководителя в IT компанию,https://hh.ru/vacancy/131991597?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Дэстэн Партнерс,"Опыт работы бизнес-ассистентом от 1 года (будет преимуществом). Продвинутый уровень Google Docs, Excel. Ориентация на результат, ответственность, внимательность к...",,"от 120 000 ₽ за месяц, на руки",
Менеджер по продлению клиентов (IT),https://hh.ru/vacancy/127367164?query=it&hhtmFrom=vacancy_search_list,"Ростов-на-Дону, р-н Ленинский",ГЭНДАЛЬФ,Эмпатичность и коммуникабельность. Внимательность - для грамотной работы с документами. Грамотная речь и активная жизненная позиция. Опыт в продажах\консультациях B...,,"от 60 000 ₽ за месяц, на руки",
Менеджер по продажам (IT компания),https://hh.ru/vacancy/128312126?query=it&hhtmFrom=vacancy_search_list,"Ростов-на-Дону, р-н Ленинский",ГЭНДАЛЬФ,У тебя есть опыт B2B продаж и/или продаж на звонках. Тебя не пугают холодные звонки и ты...,,"от 100 000 ₽ за месяц, на руки",
Менеджер по продажам IT систем,https://hh.ru/vacancy/131820391?query=it&hhtmFrom=vacancy_search_list,"Шахтёрск, улица 50-летия СССР, 29",Ваш Консультант,Умеешь налаживать контакт с людьми. Желаешь развиваться и работать в сфере продаж. Имеешь активную жизненную позицию. Хочешь и умеешь хорошо...,,"65 000 – 170 000 ₽ за месяц, до вычета налогов",
Менеджер по мониторингу резидентов IT Park,https://hh.ru/vacancy/131997604?query=it&hhtmFrom=vacancy_search_list,"Ташкент, улица Муминова, 7/2",ООО Технологический парк программных продуктов и информационных технологий,"Высшее образование в сфере финансов, экономики или бухгалтерского учёта. Уверенное владение Excel (формулы, сводные таблицы, расчёты, аналитические инструменты).",,,
Менеджер по рознице и IT,https://hh.ru/vacancy/131873693?query=it&hhtmFrom=vacancy_search_list,"Ставрополь, р-н Промышленный",ООО Кавказ-Дизель,"Высшее либо среднее образование. Навыки работы с ПК на уровне уверенного пользователя. Аналитический склад ума. Амбициозность, инициативность, целеустремленность.",,,
