title,hh_link,address,company,short_description,experience,salary
Продакт-Менеджер / Менеджер по запуску косметических продуктов(упаковка),https://hh.ru/vacancy/130600627?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ООО Софис,Опыт: от 2-х лет на позициях Product Manager / Менеджер по закупкам / Менеджер по размещению заказов: упаковка и комплектующие.,Опыт 1-3 года,
"Продакт-менеджер категории ""Товары для уборки и быта""",https://hh.ru/vacancy/130876781?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Zetter,Опыт работы,Опыт 1-3 года,
Продакт-менеджер,https://hh.ru/vacancy/131750188?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Русклимат,"Опыт продвижения продукта/категории из искомой сферы. Опыт планирования и управления, продажами и закупками. Опыт управления запасами (распределение, распродажи, дефицит...",Опыт 1-3 года,
Продакт-менеджер,https://hh.ru/vacancy/131748265?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,ООО MODI,"Опыт работы в сфере закупок от 3 лет менеджером по закупкам,",Опыт 1-3 года,
Продакт-менеджер,https://hh.ru/vacancy/131731331?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Минск,ЧТУП Трэвэл Лаб,"Действительно креативного человека, которому нравится создавать и продвигать новые продукты (туры). Коммуникабельного и активного - общаться нужно будет много и часто.",Опыт 1-3 года,
Продакт-менеджер по опалубке перекрытий,https://hh.ru/vacancy/131836837?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,"Ногинский район, территория Ногинск-Технопарк",PERI,Знание Excel выше среднего. Высшее техническое образование. Опыт работы,Опыт 1-3 года,
Младший продакт-менеджер,https://hh.ru/vacancy/131794949?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,"Москва, р-н Нижегородский",SEVERCON consortium,...с опытом работы 6 месяцев в,Без опыта,
Младший продакт менеджер,https://hh.ru/vacancy/131790662?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,Москва,Equip Group,"Высшее или незаконченное высшее образование (техническое, экономическое, управленческое). Опыт работы от 1-2 года на административных, координационных или начальных позициях...",Опыт 1-3 года,
Продакт-менеджер (направление маркетплейсы),https://hh.ru/vacancy/130971726?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,"Вологда, Советский проспект, 135Б",Вологодский текстильный комбинат,Опыт работы в,Опыт 1-3 года,
Продакт-менеджер,https://hh.ru/vacancy/129984743?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BA%D1%82&hhtmFrom=vacancy_search_list,"Иваново, р-н Фрунзенский",Текстильная компания Традиция,"Высшее образование, специальность маркетолог, экономист, инженер или дизайнер. Опыт работы в создании и продвижении продуктов в категории. Желателен опыт работы...",Опыт 1-3 года,
